,Country,time zone,Time_out,Time_in,City,web_browser,operating_sys,from_url,to_url,Longtuide,Latituide
711,US,America/New_York,1331924061.0,1319563556.0,Arlington,Mozilla/5.0,iPad,direct,www.nysdot.gov,38.908401, -77.120102
712,BR,America/Sao_Paulo,1331924061.0,1331911584.0,SPaulo,Mozilla/5.0,Windows NT 6.1,twitter.com,www.whitehouse.gov,-23.5333, -46.616699
713,US,Pacific/Honolulu,1331924063.0,1331922453.0,Mililani,Mozilla/4.0,Windows NT 6.1,direct,www.navy.mil,21.4701, -157.963699
714,JP,Asia/Tokyo,1331924064.0,1280722678.0,Nogata,Mozilla/4.0,Windows NT 6.1,togetter.com,www.navy.mil,33.733299, 130.733307
715,US,America/New_York,1331924063.0,1319563556.0,Laurel,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,39.096699, -76.877899
716,FR,Europe/Paris,1331924063.0,1331922854.0,Saint-nicolas-de-port,Mozilla/5.0,Macintosh,www.facebook.com,www.nasa.gov,48.633301, 6.3
717,US,America/New_York,1331924063.0,1301096838.0,North Bergen,Mozilla/5.0,Windows NT 6.1,direct,www.fns.usda.gov,40.790401, -74.024597
718,US,Pacific/Honolulu,1331924063.0,1331922453.0,Honolulu,Mozilla/4.0,Windows NT 6.1,direct,www.navy.mil,21.3139, -157.824493
719,US,America/Chicago,1331924064.0,1319563556.0,Dallas,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,32.809799, -96.799301
720,US,America/Denver,1331924064.0,1303603516.0,Littleton,Mozilla/5.0,Macintosh,www.cbs8.com,forecast.weather.gov,39.528999, -104.904999
721,US,America/New_York,1331924064.0,1319563556.0,White Plains,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,41.029099, -73.758003
722,US,America/New_York,1331924066.0,1331922854.0,Boston,Mozilla/5.0,Windows,www.facebook.com,www.nasa.gov,42.3424, -71.087799
723,US,America/New_York,1331924065.0,1319563556.0,Swedesboro,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,39.743698, -75.346199
724,US,America/Chicago,1331924068.0,1331687030.0,Minnetonka,Mozilla/5.0,Windows NT 6.0,www.sltrib.com,elections.utah.gov,44.9198, -93.4832
725,US,America/Los_Angeles,1331924072.0,1330731297.0,Sammamish,Mozilla/5.0,Windows NT 6.1,t.co,www.kingcounty.gov,47.603699, -122.0261
726,US,America/Los_Angeles,1331924072.0,1319563556.0,Palo Alto,Mozilla/5.0,Windows NT 6.0,direct,www.nysdot.gov,37.376202, -122.182602
727,US,America/New_York,1331924072.0,1331908247.0,Greenville,Mozilla/5.0,Windows NT 6.1,t.co,www.nasa.gov,34.847698, -82.379097
728,US,America/New_York,1331924079.0,1319563556.0,Raleigh,Mozilla/5.0,iPad,direct,www.nysdot.gov,35.827801, -78.642097
729,US,America/New_York,1331924078.0,1331901086.0,Traverse City,Mozilla/5.0,Windows NT 6.1,twitter.com,www.michigan.gov,44.795101, -85.649803
730,ES,Europe/Madrid,1331924080.0,1331922854.0,Castuera,Mozilla/5.0,Windows NT 5.1,www.facebook.com,www.nasa.gov,38.716702, -5.55
731,PL,Europe/Warsaw,1331924079.0,1331922854.0,Przezmierowo,Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,52.4333, 16.7167
732,US,America/Los_Angeles,1331924080.0,1331818358.0,Oakland,Mozilla/5.0,Windows NT 6.0,direct,www.fda.gov,37.794998, -122.219299
733,US,America/Chicago,1331924081.0,1331904598.0,Arkadelphia,Mozilla/5.0,Windows NT 6.1,t.co,www.nasa.gov,34.026798, -93.0644
734,US,America/Chicago,1331924082.0,1331742257.0,Ardmore,Mozilla/5.0,Windows,direct,www.irs.gov,34.958, -86.778198
735,US,America/New_York,1331924083.0,1319563556.0,Cincinnati,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,39.169899, -84.485901
736,US,America/Los_Angeles,1331924084.0,1319563556.0,Palo Alto,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,37.376202, -122.182602
737,US,America/New_York,1331924084.0,1319563556.0,Hallandale,Mozilla/5.0,Windows NT 5.1,direct,www.nysdot.gov,25.9863, -80.151802
738,DE,Europe/Berlin,1331924085.0,1331670810.0,Berlin,Mozilla/5.0,Windows,t.co,www.nasa.gov,52.516701, 13.4
739,US,America/New_York,1331924087.0,1319563556.0,Wilkes Barre,Mozilla/5.0,Macintosh,direct,www.nysdot.gov,41.272301, -75.839897
740,CL,Chile/Continental,1331924086.0,1331922854.0,Concepci,Mozilla/5.0,iPhone,t.co,www.nasa.gov,-36.833302, -73.050003
741,US,America/Los_Angeles,1331924087.0,1248360950.0,Winters,Mozilla/5.0,Windows NT 6.1,m.facebook.com,www.cdcr.ca.gov,38.5602, -121.996101
742,US,America/New_York,1331924088.0,1319563556.0,Alexandria,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,38.790901, -77.094704
743,US,America/New_York,1331924089.0,1319563556.0,Branford,Mozilla/5.0,Windows,direct,www.nysdot.gov,41.2864, -72.795601
744,US,America/New_York,1331924091.0,1319563556.0,Elkton,Mozilla/5.0,Windows NT 6.0,direct,www.nysdot.gov,39.617199, -75.867798
745,US,America/Phoenix,1331924093.0,1307981090.0,Peoria,Mozilla/5.0,iPad,www.healthfinder.gov,www.cdc.gov,33.6534, -112.246201
746,US,America/New_York,1331924093.0,1319563556.0,Richland,Mozilla/5.0,Windows,direct,www.nysdot.gov,32.094501, -84.657997
747,US,America/Chicago,1331924093.0,1331922854.0,Evanston,Mozilla/5.0,Windows NT 5.1,www.facebook.com,www.nasa.gov,42.058601, -87.684502
748,ES,Europe/Madrid,1331924093.0,1321047593.0,Valencia,Mozilla/5.0,Windows NT 6.1,t.co,earthobservatory.nasa.gov,39.466702, -0.3667
749,US,America/New_York,1331924092.0,1301298479.0,Paramus,Mozilla/4.0,Windows NT 6.1,direct,www.fda.gov,40.9445, -74.07
750,CA,America/Rainy_River,1331924093.0,1331742257.0,Brockville,Mozilla/5.0,Macintosh,roosterteeth.com,www.irs.gov,44.583302, -75.683296
751,CL,Chile/Continental,1331924093.0,1331922854.0,Concepci,Mozilla/5.0,Windows NT 6.1,t.co,www.nasa.gov,-36.833302, -73.050003
752,US,America/New_York,1331924096.0,1319563556.0,White Plains,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,41.029099, -73.758003
753,US,America/Chicago,1331924099.0,1319563556.0,Glendale Heights,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,41.921398, -88.074501
754,JP,Asia/Tokyo,1331924100.0,1280722678.0,Nogata,Mozilla/4.0,Macintosh,togetter.com,www.navy.mil,33.733299, 130.733307
755,US,America/Los_Angeles,1331924101.0,1331922854.0,Paso Robles,Mozilla/5.0,Windows,www.facebook.com,www.nasa.gov,35.6189, -120.766899
756,US,America/New_York,1331924102.0,1255769846.0,Marietta,Mozilla/5.0,Windows,direct,toxtown.nlm.nih.gov,33.953201, -84.5177
757,US,America/New_York,1331924103.0,1319563556.0,Cincinnati,Mozilla/5.0,Windows NT 5.1,direct,www.nysdot.gov,39.169899, -84.485901
758,US,America/New_York,1331924104.0,1273672411.0,Natick,Mozilla/5.0,Macintosh,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,42.2873, -71.352402
759,AR,America/Argentina/Buenos_Aires,1331924105.0,1331922854.0,Buenos Aires,Mozilla/5.0,Windows NT 5.1,www.facebook.com,www.nasa.gov,-34.587502, -58.672501
760,US,America/New_York,1331924104.0,1273672506.0,Natick,Mozilla/5.0,Windows NT 6.1,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,42.2873, -71.352402
761,US,America/Los_Angeles,1331924105.0,1319563556.0,Palo Alto,Mozilla/5.0,Ubuntu 14.04.6,direct,www.nysdot.gov,37.376202, -122.182602
762,AT,Europe/Vienna,1331924108.0,1331921833.0,Graz,Opera/9.80,Linux,direct,www.nature.nps.gov,47.0667, 15.45
763,US,America/New_York,1331924108.0,1273672411.0,Brooklyn,Mozilla/5.0,Linux,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,40.6525, -73.955399
764,US,America/New_York,1331924108.0,1273672506.0,Brooklyn,Mozilla/5.0,Macintosh,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,40.6525, -73.955399
765,US,America/New_York,1331924108.0,1330887615.0,Bronx,Mozilla/5.0,Windows NT 6.1,t.co,www.ncbi.nlm.nih.gov,40.849899, -73.8769
766,FR,Europe/Paris,1331924112.0,1331922854.0,Mitry-mory,Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,48.983299, 2.6167
767,US,America/New_York,1331924112.0,1331822895.0,Silver Spring,Mozilla/5.0,Windows NT 6.1,t.co,blogs.loc.gov,39.052101, -77.014999
768,US,America/New_York,1331924112.0,1319563556.0,White Plains,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,41.029099, -73.758003
769,US,America/Chicago,1331924113.0,1318105111.0,Chippewa Falls,Mozilla/5.0,Windows NT 6.1,www.nccpr.org,www.acf.hhs.gov,44.9617, -91.4403
770,JP,Asia/Tokyo,1331924113.0,1280722781.0,Nogata,Mozilla/4.0,Macintosh,togetter.com,www.navy.mil,33.733299, 130.733307
771,US,America/Anchorage,1331924114.0,1331781044.0,Eagle River,Mozilla/5.0,Windows NT 6.1,t.co,www.capitol.hawaii.gov,61.214901, -149.258301
772,US,America/New_York,1331924115.0,1311329628.0,Durham,Mozilla/5.0,Windows NT 6.1,direct,www.niehs.nih.gov,35.9925, -78.901703
773,US,America/New_York,1331924118.0,1255769846.0,Kennesaw,Mozilla/4.0,Macintosh,direct,toxtown.nlm.nih.gov,34.010399, -84.623901
774,US,America/New_York,1331924121.0,1319563556.0,White Plains,Mozilla/5.0,Macintosh,direct,www.nysdot.gov,41.029099, -73.758003
775,US,America/Chicago,1331924120.0,1331922854.0,Houston,Mozilla/5.0,Windows NT 5.1,www.facebook.com,www.nasa.gov,29.830099, -95.4739
776,US,America/New_York,1331924125.0,1331923740.0,Philadelphia,Mozilla/5.0,Windows NT 6.1,t.co,www.fda.gov,40.037498, -75.145401
777,US,America/New_York,1331924128.0,1294942965.0,Trenton,Mozilla/4.0,Windows NT 6.1,investorshub.advfn.com,www.fda.gov,40.256199, -74.758102
778,JP,Asia/Tokyo,1331924128.0,1280722951.0,Nogata,Mozilla/4.0,Windows NT 6.1,togetter.com,www.navy.mil,33.733299, 130.733307
779,US,Pacific/Honolulu,1331924129.0,1331922709.0,Mililani,Mozilla/4.0,Windows NT 6.1,direct,www.cnic.navy.mil,21.4701, -157.963699
780,US,Pacific/Honolulu,1331924129.0,1331922709.0,Mililani,Mozilla/4.0,Windows NT 6.0,direct,www.cnic.navy.mil,21.4701, -157.963699
781,US,America/New_York,1331924132.0,1331758026.0,Chantilly,Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.loudoun.gov,38.903599, -77.451202
782,US,America/Los_Angeles,1331924133.0,1322004681.0,Vancouver,Mozilla/4.0,Windows NT 6.1,direct,public.health.oregon.gov,45.667599, -122.6063
783,MX,America/Mexico_City,1331924134.0,1331921564.0,Mexico,Mozilla/5.0,Windows NT 6.0,t.co,www.nasa.gov,19.4342, -99.138603
784,JP,Asia/Tokyo,1331924135.0,1331834915.0,Tokyo,Mozilla/5.0,Macintosh,direct,www.nasa.gov,35.685001, 139.751404
785,US,America/Chicago,1331924137.0,1331922854.0,Houston,Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,29.830099, -95.4739
786,GR,Europe/Athens,1331924140.0,1331922854.0,Thessalon,Mozilla/5.0,Macintosh,www.facebook.com,www.nasa.gov,40.640301, 22.943899
787,US,America/New_York,1331924143.0,1331800505.0,Bronx,Mozilla/5.0,Windows NT 6.1,t.co,www.ncbi.nlm.nih.gov,40.849899, -73.8769
788,JP,Asia/Tokyo,1331924146.0,1280723150.0,Nogata,Mozilla/4.0,Windows NT 6.1,togetter.com,www.navy.mil,33.733299, 130.733307
789,US,America/Chicago,1331924150.0,1319563556.0,Lewisville,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,33.050301, -97.014702
790,PR,America/Puerto_Rico,1331924151.0,1331922854.0,Carolina,Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,18.393999, -65.977898
791,US,America/Chicago,1331924154.0,1319563556.0,Appleton,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,44.338501, -88.404198
792,US,America/New_York,1331924155.0,1319563556.0,Laurel,Mozilla/5.0,Macintosh,direct,www.nysdot.gov,39.096699, -76.877899
793,US,America/New_York,1331924156.0,1310989035.0,Brooklyn,Mozilla/5.0,Macintosh,direct,www2.ed.gov,40.6525, -73.955399
794,MX,America/Mexico_City,1331924158.0,1331530604.0,Mexico,Mozilla/5.0,Windows NT 6.0,t.co,apod.nasa.gov,19.4342, -99.138603
795,US,America/Denver,1331924161.0,1331922854.0,Salt Lake City,Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,40.724201, -111.8787
796,US,America/New_York,1331924161.0,1331922854.0,Sylvester,Opera/9.80,Windows NT 6.1,www.facebook.com,www.nasa.gov,31.540899, -83.874901
797,US,America/Chicago,1331924162.0,1319563556.0,Chicago,Mozilla/5.0,Macintosh,direct,www.nysdot.gov,41.8675, -87.6744
798,US,America/Chicago,1331924162.0,1319563556.0,Dallas,Mozilla/5.0,Macintosh,direct,www.nysdot.gov,32.901299, -96.793602
799,GB,Europe/London,1331924162.0,1331742257.0,Stockport,Mozilla/5.0,Windows NT 6.1,direct,www.irs.gov,53.400002, -2.15
800,JP,Asia/Tokyo,1331924163.0,1280723150.0,Nogata,Mozilla/4.0,Macintosh,togetter.com,www.navy.mil,33.733299, 130.733307
801,US,America/New_York,1331924164.0,1331663765.0,Massapequa,Mozilla/5.0,Macintosh,www.facebook.com,www.nassaucountyny.gov,40.682598, -73.467003
802,US,America/New_York,1331924166.0,1319563556.0,White Plains,Mozilla/5.0,Windows NT 5.1,direct,www.nysdot.gov,41.029099, -73.758003
803,US,America/New_York,1331924170.0,1331814239.0,Bethesda,Mozilla/5.0,Windows NT 6.1,www.barackobama.com,www.whitehouse.gov,38.987801, -77.126198
804,US,America/Los_Angeles,1331924170.0,1330731297.0,Gig Harbor,Mozilla/4.0,Windows,t.co,www.kingcounty.gov,47.343498, -122.6474
805,US,America/New_York,1331924176.0,1319563556.0,White Plains,Mozilla/5.0,Ubuntu 14.04.6,direct,www.nysdot.gov,41.029099, -73.758003
806,GB,Europe/London,1331924177.0,1331922854.0,Harlow,Mozilla/5.0,iPhone,direct,www.nasa.gov,51.783298, 0.1667
807,US,America/Chicago,1331924177.0,1331908247.0,Greenback,Mozilla/5.0,Windows,m.facebook.com,www.nasa.gov,35.675499, -84.169899
808,US,America/New_York,1331924177.0,1319563556.0,White Plains,Mozilla/5.0,Windows,direct,www.nysdot.gov,41.029099, -73.758003
809,US,America/Los_Angeles,1331924177.0,1305932958.0,Canyon Country,Mozilla/5.0,iPhone,www.dailypaul.com,www.sos.ca.gov,34.418701, -118.432999
810,US,America/Los_Angeles,1331924179.0,1300885965.0,Bell,Mozilla/5.0,Windows NT 6.1,twitter.com,www.wrh.noaa.gov,33.976101, -118.153503
811,US,America/New_York,1331924179.0,1326227687.0,Cincinnati,Mozilla/4.0,iPhone,www.cleveland.com,www.irs.gov,39.169899, -84.485901
812,US,America/Los_Angeles,1331924180.0,1304285400.0,San Diego,Mozilla/5.0,Windows NT 6.1,t.co,forecast.weather.gov,32.797699, -117.132202
813,DK,Europe/Copenhagen,1331924183.0,1331922854.0,Grenaa,Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,56.416698, 10.8833
814,US,America/New_York,1331924184.0,1331726750.0,Silver Spring,Mozilla/5.0,Windows NT 6.1,t.co,www.nasa.gov,39.052101, -77.014999
815,US,America/New_York,1331924187.0,1319563556.0,Alexandria,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,38.790901, -77.094704
816,US,America/New_York,1331924187.0,1319563556.0,Gainesville,Mozilla/5.0,Windows,direct,www.nysdot.gov,29.7598, -82.280899
817,US,America/New_York,1331924189.0,1319563556.0,White Plains,Mozilla/5.0,Windows,direct,www.nysdot.gov,41.029099, -73.758003
818,US,America/New_York,1331924190.0,1319563556.0,White Plains,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,41.029099, -73.758003
819,AE,Asia/Dubai,1331924189.0,1331905829.0,Dubai,Opera/9.80,Windows,plus.url.google.com,www.nasa.gov,25.252199, 55.279999
820,US,America/New_York,1331924191.0,1319563556.0,Jacksonville,Mozilla/5.0,Macintosh,direct,www.nysdot.gov,30.143801, -81.5401
821,US,America/New_York,1331924194.0,1319563556.0,White Plains,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,41.029099, -73.758003
822,PL,Europe/Warsaw,1331924195.0,1331922854.0,Warsaw,Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,52.25, 21.0
823,US,America/New_York,1331924196.0,1320241999.0,Newport News,Mozilla/4.0,Windows NT 6.1,direct,www.cnic.navy.mil,37.0863, -76.491402
824,US,America/New_York,1331924201.0,1319563556.0,Hallandale,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,25.9863, -80.151802
825,US,America/Los_Angeles,1331924202.0,1319563556.0,Palo Alto,Mozilla/5.0,Linux,direct,www.nysdot.gov,37.376202, -122.182602
826,US,America/Chicago,1331924204.0,1331670810.0,Wichita,Mozilla/5.0,Windows NT 6.1,t.co,www.nasa.gov,37.6936, -97.4804
827,US,America/New_York,1331924204.0,1301298479.0,Paramus,Mozilla/4.0,Windows NT 6.1,direct,www.fda.gov,40.9445, -74.07
828,US,America/Los_Angeles,1331924206.0,1319563556.0,Palo Alto,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,37.376202, -122.182602
829,US,America/Los_Angeles,1331924211.0,1331509485.0,Oxnard,Mozilla/5.0,Macintosh,direct,www.nps.gov,34.195999, -119.168098
830,US,America/Los_Angeles,1331924212.0,1319563556.0,San Francisco,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,37.7645, -122.429398
831,JP,Asia/Tokyo,1331924216.0,1280723265.0,Nogata,Mozilla/4.0,Windows NT 6.1,togetter.com,www.navy.mil,33.733299, 130.733307
832,US,America/Los_Angeles,1331924220.0,1319563556.0,Palo Alto,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,37.376202, -122.182602
833,US,America/New_York,1331924220.0,1319563556.0,Webster,Mozilla/5.0,BlackBerry,direct,www.nysdot.gov,43.218601, -77.449402
834,US,America/New_York,1331924220.0,1331923485.0,Selden,Mozilla/5.0,Windows NT 6.1,t.co,yosemite.epa.gov,40.871399, -73.042503
835,NO,Europe/Oslo,1331924220.0,1331922854.0,Horten,Opera/9.80,Macintosh,www.facebook.com,www.nasa.gov,59.413601, 10.4669
836,US,America/Chicago,1331924222.0,1331821140.0,Chicago,Mozilla/5.0,Windows NT 6.1,direct,www.kids.gov,41.8675, -87.6744
837,US,America/New_York,1331924226.0,1319563556.0,Erie,Mozilla/5.0,Macintosh,direct,www.nysdot.gov,42.110199, -80.068199
838,US,America/New_York,1331924227.0,1319563556.0,Orlando,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,28.5037, -81.330597
839,US,America/New_York,1331924227.0,1320241999.0,Newport News,Mozilla/4.0,Macintosh,direct,www.cnic.navy.mil,37.0863, -76.491402
840,US,America/New_York,1331924229.0,1319563556.0,White Plains,Mozilla/5.0,Windows NT 6.0,direct,www.nysdot.gov,41.029099, -73.758003
841,US,America/Chicago,1331924230.0,1331922854.0,Athens,Mozilla/5.0,Windows,www.facebook.com,www.nasa.gov,34.8167, -86.998199
842,US,America/New_York,1331924235.0,1319563556.0,White Plains,Mozilla/5.0,Windows,direct,www.nysdot.gov,41.029099, -73.758003
843,US,America/New_York,1331924235.0,1319563556.0,White Plains,Mozilla/5.0,iPhone,direct,www.nysdot.gov,41.029099, -73.758003
844,NL,Europe/Amsterdam,1331924236.0,1331816802.0,Veenoord,Mozilla/5.0,Windows NT 6.1,twitter.com,www.nasa.gov,52.716702, 6.85
845,JP,Asia/Tokyo,1331924236.0,1280723521.0,Nogata,Mozilla/4.0,Windows NT 6.1,togetter.com,www.navy.mil,33.733299, 130.733307
846,US,America/New_York,1331924238.0,1319563556.0,Baltimore,Mozilla/5.0,Macintosh,direct,www.nysdot.gov,39.3181, -76.613998
847,US,America/New_York,1331924240.0,1319563556.0,White Plains,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,41.029099, -73.758003
848,US,America/New_York,1331924241.0,1297583387.0,Boca Raton,Mozilla/5.0,Windows,www.skihood.com,forecast.weather.gov,26.345699, -80.115303
849,US,America/New_York,1331924241.0,1321909488.0,Columbus,Mozilla/5.0,Windows NT 5.1,direct,nces.ed.gov,40.0532, -83.022003
850,US,America/Los_Angeles,1331924241.0,1316635895.0,Albany,Mozilla/5.0,Windows NT 6.1,today.lbl.gov,www.jgi.doe.gov,37.8895, -122.294701
851,RU,Asia/Yekaterinburg,1331924241.0,1331922854.0,Kirov,Mozilla/5.0,Macintosh,www.facebook.com,www.nasa.gov,58.596901, 49.658298
852,US,America/New_York,1331924244.0,1319563556.0,Orlando,Mozilla/5.0,Windows NT 6.0,direct,www.nysdot.gov,28.5037, -81.330597
853,US,America/New_York,1331924243.0,1319563556.0,Englishtown,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,40.278702, -74.368301
854,US,America/Los_Angeles,1331924249.0,1319563556.0,San Jose,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,37.2183, -121.753899
855,US,America/Chicago,1331924249.0,1319563556.0,Saint Louis,Mozilla/5.0,Windows NT 5.1,direct,www.nysdot.gov,38.6385, -90.302597
856,US,America/New_York,1331924253.0,1331922854.0,Solon,Mozilla/5.0,iPad,plus.url.google.com,www.nasa.gov,41.386501, -81.440102
857,SK,Europe/Bratislava,1331924254.0,1331908247.0,Bratislava,Mozilla/5.0,Windows NT 6.1,twitter.com,www.nasa.gov,48.150002, 17.116699
858,US,America/New_York,1331924254.0,1331905885.0,Silver Spring,Mozilla/5.0,Windows,t.co,www.usaid.gov,39.0261, -77.0084
859,US,America/New_York,1331924258.0,1319563556.0,White Plains,Mozilla/5.0,Windows NT 5.1,direct,www.nysdot.gov,41.029099, -73.758003
860,US,America/New_York,1331924258.0,1246975140.0,New Haven,Mozilla/5.0,Windows NT 6.1,t.co,radar.weather.gov,41.3111, -72.924103
861,IT,Europe/Rome,1331924259.0,1331922854.0,San Giovanni In Fiore,Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,39.25, 16.700001
862,US,America/New_York,1331924260.0,1319563556.0,Stamford,Mozilla/5.0,Windows NT 5.1,direct,www.nysdot.gov,41.097801, -73.518799
863,EG,Africa/Cairo,1331924259.0,1331922854.0,Gizeh,Mozilla/5.0,Windows NT 5.1,www.facebook.com,www.nasa.gov,30.0086, 31.2122
864,CA,America/Rainy_River,1331924262.0,1331921402.0,York,Mozilla/5.0,Macintosh,direct,earth.jsc.nasa.gov,43.686699, -79.486702
865,US,America/Los_Angeles,1331924263.0,1319563556.0,San Francisco,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,37.7645, -122.429398
866,US,America/New_York,1331924264.0,1319563556.0,Winter Park,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,28.605101, -81.332199
867,US,America/Denver,1331924264.0,1319563556.0,Salt Lake City,Mozilla/5.0,Windows NT 5.1,direct,www.nysdot.gov,40.724201, -111.8787
868,US,America/Denver,1331924265.0,1326477025.0,American Fork,Mozilla/5.0,Windows NT 6.1,www.usa.gov,answers.usa.gov,40.393002, -111.783798
869,US,America/Chicago,1331924268.0,1331857862.0,Kansas City,Mozilla/4.0,Windows NT 6.1,www.aashtojournal.org,thomas.loc.gov,39.102402, -94.550201
870,US,America/Chicago,1331924268.0,1319563556.0,Fort Worth,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,32.867298, -97.248596
871,US,America/Los_Angeles,1331924268.0,1331583654.0,Eugene,Mozilla/4.0,Ubuntu 14.04.6,t.co,www.eugene-or.gov,44.048599, -123.219704
872,IT,Europe/Rome,1331924269.0,1331922854.0,Cagliari,Mozilla/5.0,Windows NT 5.1,www.facebook.com,www.nasa.gov,39.216702, 9.1167
873,PH,Asia/Manila,1331924272.0,1331922854.0,Davao,Mozilla/5.0,Windows NT 5.1,www.facebook.com,www.nasa.gov,7.0731, 125.612801
874,US,America/Indianapolis,1331924277.0,1331915247.0,Indianapolis,Mozilla/5.0,Windows,www.facebook.com,www.crh.noaa.gov,39.806198, -86.140701
875,US,America/New_York,1331924281.0,1319563556.0,Philadelphia,Mozilla/5.0,Macintosh,direct,www.nysdot.gov,39.996799, -75.148499
876,US,America/New_York,1331924285.0,1319563556.0,White Plains,Mozilla/5.0,iPhone,direct,www.nysdot.gov,41.029099, -73.758003
877,US,America/New_York,1331924290.0,1331905432.0,Silver Spring,Mozilla/5.0,Windows NT 6.1,m.facebook.com,www.montgomerycountymd.gov,39.089802, -77.061096
878,JP,Asia/Tokyo,1331924291.0,1267810238.0,Nogata,Mozilla/4.0,iPhone,togetter.com,www.navy.mil,33.733299, 130.733307
879,US,America/New_York,1331924296.0,1331910313.0,Queens Village,Mozilla/5.0,Windows,direct,harkin.senate.gov,40.721001, -73.743698
880,US,America/Los_Angeles,1331924296.0,1319563556.0,Palo Alto,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,37.376202, -122.182602
881,US,America/New_York,1331924296.0,1301298479.0,Paramus,Mozilla/4.0,Macintosh,direct,www.fda.gov,40.9445, -74.07
882,US,America/New_York,1331924299.0,1319563556.0,White Plains,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,41.029099, -73.758003
883,US,America/New_York,1331924298.0,1319563556.0,White Plains,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,41.029099, -73.758003
884,US,America/Chicago,1331924298.0,1319563556.0,Appleton,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,44.338501, -88.404198
885,US,America/New_York,1331924298.0,1322004681.0,Brooklyn,Mozilla/5.0,Windows NT 6.1,links.govdelivery.com,public.health.oregon.gov,40.6525, -73.955399
886,GB,Europe/London,1331924299.0,1331742257.0,Christchurch,Mozilla/5.0,Windows NT 6.1,roosterteeth.com,www.irs.gov,50.733299, -1.7667
887,US,America/New_York,1331924301.0,1315930439.0,Sumter,Mozilla/4.0,Windows NT 6.1,direct,answers.usa.gov,33.880798, -80.3536
888,US,America/Los_Angeles,1331924305.0,1331502617.0,Orangevale,Mozilla/5.0,Windows NT 6.1,direct,www.nps.gov,38.684502, -121.222298
889,US,America/New_York,1331924306.0,1331821331.0,York,Mozilla/4.0,Windows NT 5.1,direct,www.fbi.gov,39.917099, -76.725601
890,US,America/Chicago,1331924304.0,1331904391.0,Addison,Mozilla/5.0,Windows NT 6.1,iava.org,www.stripes.com,41.931, -88.009003
891,US,America/New_York,1331924307.0,1331908247.0,Haverhill,Mozilla/5.0,Windows NT 6.1,t.co,www.nasa.gov,42.791401, -71.132202
892,US,America/Los_Angeles,1331924312.0,1331583654.0,Eugene,Mozilla/4.0,Windows NT 6.1,direct,www.eugene-or.gov,44.048599, -123.219704
893,US,America/New_York,1331924312.0,1331908546.0,Annapolis,Mozilla/4.0,Windows NT 6.1,t.co,www.whitehouse.gov,38.986099, -76.513702
894,US,America/Los_Angeles,1331924313.0,1319563556.0,Palo Alto,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,37.376202, -122.182602
